OrderID,OrderDate,DeliveryDate,CustomerID,ProductID,LogisticsProvider,ShippingCost_EUR,IsReturned,ReturnReason
ORD-001021,2023-08-18,2023-08-28,95879f7848a2,PRD-0030,Hermes,6.23,1,Zu spät geliefert
ORD-001022,2023-07-27,2023-07-28,7dd1c91fd74e,PRD-0031,Hermes,4.66,0,
ORD-001023,2023-09-24,2023-10-05,ea44f9c67b6e,PRD-0029,Hermes,3.66,0,
ORD-001024,2023-09-16,2023-09-18,880786415f0c,PRD-0035,DPD,5.23,0,
ORD-001025,2023-04-02,2023-04-08,689be503fd22,PRD-0042,Hermes,5.34,1,Gefällt nicht
ORD-001026,2023-12-10,2023-12-13,8716ef4cd079,PRD-0048,DHL,6.58,0,
ORD-001027,2023-02-03,2023-02-06,223915c64e82,PRD-0022,DPD,4.75,0,
ORD-001028,2023-09-19,2023-09-20,7598bd71fe53,PRD-0044,DHL,5.6,1,Passt nicht
ORD-001029,2023-10-27,2023-10-28,51c83192482c,PRD-0029,Hermes,3.59,1,Passt nicht
ORD-001030,2023-04-03,2023-04-06,a9617bd36564,PRD-0004,DPD,4.37,0,
ORD-001031,2023-05-07,2023-05-10,9fcffad07fda,PRD-0041,DHL,3.85,0,
ORD-001032,2023-04-28,2023-05-01,6a5a0702f324,PRD-0009,Hermes,6.71,0,
ORD-001033,2023-09-24,2023-09-25,7aa777e66795,PRD-0008,DPD,5.37,0,
ORD-001034,2023-09-06,2023-09-08,468e709a4a83,PRD-0005,DPD,4.61,0,
ORD-001035,2023-08-22,2023-08-24,44b24c4b5ccd,PRD-0045,DPD,6.62,0,
ORD-001036,2023-09-26,2023-09-28,b2cebf22574d,PRD-0050,DHL,7.48,0,
ORD-001037,2023-01-08,2023-01-10,809f89f73fa5,PRD-0017,DHL,5.94,1,Gefällt nicht
ORD-001038,2023-02-13,2023-02-21,bf3ace308616,PRD-0042,Hermes,6.07,1,Zu spät geliefert
ORD-001039,2023-04-20,2023-04-22,2bec6db3684b,PRD-0029,DPD,3.78,1,Passt nicht
ORD-001040,2023-05-20,2023-05-21,0b3c813eeb53,PRD-0017,Hermes,6.06,0,
ORD-001041,2023-10-29,2023-10-31,7e736143ef37,PRD-0003,DPD,7.12,1,Gefällt nicht
ORD-001042,2023-08-08,2023-08-11,4a5d98f6b886,PRD-0001,DPD,5.46,0,
ORD-001043,2023-08-26,2023-08-27,b3c3587560fe,PRD-0026,DPD,3.51,0,
ORD-001044,2023-06-12,2023-06-13,08c98f957991,PRD-0045,Hermes,4.94,0,
ORD-001045,2023-06-24,2023-06-25,d052d3dc4806,PRD-0020,Hermes,3.86,0,
ORD-001046,2023-01-11,2023-01-13,625a58a0970a,PRD-0022,DHL,4.66,0,
ORD-001047,2023-05-28,2023-05-29,1f1114afaac5,PRD-0012,DPD,6.14,0,
ORD-001048,2023-08-21,2023-08-22,c957b337cc41,PRD-0045,Hermes,3.84,0,
ORD-001049,2023-03-11,2023-03-12,f50fb042f3c9,PRD-0029,DPD,3.6,1,Passt nicht
ORD-001050,2023-01-25,2023-02-04,a70c9987374c,PRD-0016,Hermes,5.5,0,
ORD-001051,2023-08-28,2023-08-29,5f3fbfbffdc5,PRD-0029,DHL,6.65,1,Gefällt nicht
ORD-001052,2023-05-13,2023-05-14,024a96c9fa45,PRD-0026,DHL,6.17,0,
ORD-001053,2023-11-15,2023-11-16,72ba3369b331,PRD-0044,DPD,4.43,0,
ORD-001054,2023-07-29,2023-07-30,c98325181881,PRD-0003,DPD,3.58,0,
ORD-001055,2023-06-20,2023-06-21,0488ae9282bd,PRD-0040,DHL,4.02,0,
ORD-001056,2023-03-15,2023-03-17,48e3cf2a4ce5,PRD-0041,DHL,3.89,0,
ORD-001057,2023-01-01,2023-01-02,13d2e75f5e4c,PRD-0011,DPD,3.93,0,
ORD-001058,2023-05-23,2023-05-24,d203bb5d702c,PRD-0039,DPD,5.2,1,Passt nicht
ORD-001059,2023-04-11,2023-04-13,b5153050464a,PRD-0048,DPD,7.4,0,
ORD-001060,2023-08-24,2023-08-26,59c230b0a5fb,PRD-0035,DHL,6.67,0,
ORD-001061,2023-07-26,2023-07-27,9786d6defc23,PRD-0003,DPD,4.6,1,Passt nicht
ORD-001062,2023-03-05,2023-03-08,2251a199048c,PRD-0027,DHL,4.16,0,
ORD-001063,2023-04-16,2023-04-17,51aacee5186d,PRD-0038,DHL,5.0,1,Falscher Artikel
ORD-001064,2023-04-01,2023-04-07,40db9091b8c8,PRD-0002,Hermes,6.33,0,
ORD-001065,2023-08-07,2023-08-10,a70c9987374c,PRD-0019,Hermes,6.27,0,
ORD-001066,2023-12-21,2023-12-23,69ccd9caa9d8,PRD-0010,DPD,5.15,0,
ORD-001067,2023-07-19,2023-07-22,dfc49371921b,PRD-0012,DPD,6.37,1,Gefällt nicht
ORD-001068,2023-10-16,2023-10-18,9dbcd922c347,PRD-0006,DPD,3.52,0,
ORD-001069,2023-10-29,2023-11-01,fb13defe48b3,PRD-0013,DHL,5.98,0,
ORD-001070,2023-04-18,2023-04-21,f1d915ccea6a,PRD-0049,DPD,4.61,1,Passt nicht
ORD-001071,2023-09-13,2023-09-16,f047058cc75d,PRD-0008,DHL,7.15,0,
ORD-001072,2023-11-02,2023-11-05,d203bb5d702c,PRD-0012,DHL,3.72,0,
ORD-001073,2023-04-06,2023-04-08,ec45b49dae81,PRD-0019,DHL,3.67,1,Gefällt nicht
ORD-001074,2023-11-12,2023-11-13,54b4b35409c9,PRD-0004,DPD,5.44,1,Passt nicht
ORD-001075,2023-01-22,2023-01-25,404ff6a33ad1,PRD-0005,DHL,5.82,0,
ORD-001076,2023-09-28,2023-10-01,f8a89c4399b2,PRD-0013,DPD,4.42,0,
ORD-001077,2023-02-26,2023-02-27,6ef6370210bf,PRD-0021,DHL,5.15,0,
ORD-001078,2023-11-01,2023-11-02,b298bc334963,PRD-0025,DHL,5.44,0,
ORD-001079,2023-12-05,2023-12-06,ab5e5d667420,PRD-0028,DHL,5.32,0,
ORD-001080,2023-09-27,2023-09-29,294350c9a8bc,PRD-0024,DHL,6.03,0,
ORD-001081,2023-09-21,2023-09-23,2ca50b35ad33,PRD-0018,DHL,6.27,0,
ORD-001082,2023-11-16,2023-11-17,2282d30985a3,PRD-0018,DHL,5.33,0,
ORD-001083,2023-10-15,2023-10-16,a97026418d78,PRD-0049,Hermes,6.66,0,
ORD-001084,2023-01-30,2023-02-02,cdf50ee19459,PRD-0040,DHL,6.92,0,
ORD-001085,2023-06-30,2023-07-02,0ad842e0f02b,PRD-0027,DPD,4.37,0,
ORD-001086,2023-10-09,2023-10-10,40ab188bca4c,PRD-0030,Hermes,4.49,0,
ORD-001087,2023-07-29,2023-07-30,953c25151831,PRD-0028,DPD,5.87,0,
ORD-001088,2023-02-13,2023-02-15,23dfee58d4b8,PRD-0037,DHL,3.66,0,
ORD-001089,2023-06-10,2023-06-11,9d45a3a0da7a,PRD-0047,DPD,5.08,0,
ORD-001090,2023-07-03,2023-07-05,195d1d87ed88,PRD-0045,DHL,3.83,0,
ORD-001091,2023-07-14,2023-07-17,2bf6c29e438f,PRD-0001,DPD,4.37,0,
ORD-001092,2023-12-01,2023-12-04,79eb57c262b2,PRD-0019,DHL,3.56,0,
ORD-001093,2023-12-27,2023-12-30,0907e2f4a507,PRD-0020,DHL,5.78,0,
ORD-001094,2023-01-03,2023-01-05,229ff9dd7ffe,PRD-0002,Hermes,5.12,0,
ORD-001095,2023-05-31,2023-06-02,4ff39efe0c37,PRD-0024,DPD,3.51,0,
ORD-001096,2023-09-04,2023-09-11,e181ef26b77f,PRD-0005,Hermes,6.29,1,Gefällt nicht
ORD-001097,2023-05-27,2023-05-28,fb5a43004a03,PRD-0035,DPD,3.82,0,
ORD-001098,2023-09-06,2023-09-07,884802d6725a,PRD-0022,DPD,7.14,0,
ORD-001099,2023-04-16,2023-04-18,ec45b49dae81,PRD-0004,DHL,5.98,0,
ORD-001100,2023-09-15,2023-09-18,cfcb6acdefc1,PRD-0024,DHL,3.77,0,
ORD-001101,2023-03-28,2023-03-29,2f94e3143891,PRD-0050,DHL,4.45,0,
ORD-001102,2023-09-21,2023-09-24,cd672636c75a,PRD-0042,Hermes,7.34,0,
ORD-001103,2023-02-14,2023-02-15,f94a26a4bbdd,PRD-0049,DPD,5.51,1,Gefällt nicht
ORD-001104,2023-05-14,2023-05-15,a0c275e24da4,PRD-0018,DHL,5.31,0,
ORD-001105,2023-12-09,2023-12-11,a5db8e85ae4a,PRD-0034,DHL,6.21,0,
ORD-001106,2023-09-08,2023-09-15,034194b44a36,PRD-0019,Hermes,3.85,1,Gefällt nicht
ORD-001107,2023-07-24,2023-07-31,12647114a0f8,PRD-0012,Hermes,4.09,1,Zu spät geliefert
ORD-001108,2023-08-14,2023-08-17,891a9289ce1b,PRD-0014,DPD,7.38,1,Gefällt nicht
ORD-001109,2023-12-02,2023-12-04,39248ddf5d80,PRD-0009,Hermes,3.59,0,
ORD-001110,2023-10-21,2023-10-22,a3bd3f59a6c4,PRD-0005,DHL,5.58,0,
ORD-001111,2023-10-22,2023-10-24,98eece5c9037,PRD-0027,DPD,6.65,0,
ORD-001112,2023-12-17,2023-12-20,9b0b439a8f79,PRD-0038,DPD,5.69,0,
ORD-001113,2023-12-24,2023-12-25,175db0f629fd,PRD-0020,DPD,4.73,0,
ORD-001114,2023-01-21,2023-01-23,4ff39efe0c37,PRD-0017,DHL,4.65,0,
ORD-001115,2023-02-09,2023-02-11,f0ae84fe65c4,PRD-0004,DHL,5.97,1,Passt nicht
ORD-001116,2023-05-28,2023-05-30,fd0ec81b021e,PRD-0046,DPD,4.2,0,
ORD-001117,2023-09-10,2023-09-11,9c3c032efe68,PRD-0045,DPD,3.97,0,
ORD-001118,2023-11-27,2023-11-29,c24d64f49c94,PRD-0037,DHL,4.32,1,Passt nicht
ORD-001119,2023-04-09,2023-04-11,4d0b23799439,PRD-0003,DPD,4.09,0,
ORD-001120,2023-12-09,2023-12-12,977a97380535,PRD-0035,DHL,7.18,0,
ORD-001121,2023-10-27,2023-10-29,1003cd80e129,PRD-0032,DHL,4.12,0,
ORD-001122,2023-08-14,2023-08-17,ce14e0367a4a,PRD-0048,DPD,6.32,0,
ORD-001123,2023-12-24,2023-12-27,3eac244b5089,PRD-0019,DPD,4.85,1,Gefällt nicht
ORD-001124,2023-10-08,2023-10-17,1a3edd26db8f,PRD-0047,Hermes,3.6,1,Zu spät geliefert
ORD-001125,2023-09-13,2023-09-19,4f4523c8395a,PRD-0015,Hermes,4.28,0,
ORD-001126,2023-02-25,2023-03-06,e439487339f5,PRD-0015,Hermes,6.21,0,
ORD-001127,2023-12-17,2023-12-19,452041c8dc89,PRD-0006,DPD,4.77,0,
ORD-001128,2023-11-27,2023-11-30,6a5a0702f324,PRD-0033,DHL,4.09,0,
ORD-001129,2023-09-12,2023-09-20,4f3591331c55,PRD-0028,Hermes,4.73,0,
ORD-001130,2023-07-18,2023-07-19,3d1f19e70883,PRD-0036,DHL,5.28,0,
ORD-001131,2023-02-06,2023-02-07,0dc43ad19079,PRD-0029,Hermes,5.2,0,
ORD-001132,2023-05-08,2023-05-11,c51f676b7202,PRD-0027,DHL,4.07,0,
ORD-001133,2023-01-01,2023-01-03,38424fe833d6,PRD-0031,DPD,3.85,1,Gefällt nicht
ORD-001134,2023-03-19,2023-03-28,c1e7e0988611,PRD-0041,Hermes,6.52,0,
ORD-001135,2023-06-24,2023-06-26,500081b57226,PRD-0013,DHL,5.46,0,
ORD-001136,2023-10-28,2023-10-30,50e4dac32dcc,PRD-0020,DPD,6.46,0,
ORD-001137,2023-01-19,2023-01-20,619e59062a45,PRD-0002,DHL,7.32,0,
ORD-001138,2023-02-14,2023-02-15,79204e328122,PRD-0041,Hermes,5.17,0,
ORD-001139,2023-07-04,2023-07-05,2463236366e8,PRD-0045,DPD,5.47,1,Beschädigt
ORD-001140,2023-01-22,2023-01-25,ce14e0367a4a,PRD-0005,DPD,5.42,0,
ORD-001141,2023-12-30,2024-01-02,b3c3587560fe,PRD-0017,DPD,6.28,0,
ORD-001142,2023-08-21,2023-08-24,fcf9005f1b56,PRD-0024,DPD,6.88,0,
ORD-001143,2023-03-02,2023-03-03,cbfba0028956,PRD-0038,DHL,7.01,0,
ORD-001144,2023-06-10,2023-06-11,0d9d01d1a344,PRD-0023,DHL,5.18,0,
ORD-001145,2023-09-02,2023-09-04,078cf7c2e76f,PRD-0023,DHL,6.06,0,
ORD-001146,2023-04-26,2023-04-29,0465ce22ecb4,PRD-0033,DHL,5.9,1,Passt nicht
ORD-001147,2023-01-17,2023-01-19,95879f7848a2,PRD-0035,Hermes,4.7,0,
ORD-001148,2023-06-23,2023-06-25,51c83192482c,PRD-0045,DPD,4.91,1,Falscher Artikel
ORD-001149,2023-12-08,2023-12-11,4fbccc16f45a,PRD-0001,DHL,5.15,1,Gefällt nicht
ORD-001150,2023-01-19,2023-01-20,d42b50263f66,PRD-0011,DHL,6.83,1,Passt nicht
ORD-001151,2023-03-21,2023-03-24,75a18f420f3b,PRD-0036,DPD,5.6,0,
ORD-001152,2023-01-13,2023-01-16,576f367a6dd6,PRD-0046,DPD,3.96,0,
ORD-001153,2023-07-19,2023-07-20,395e85ac7d33,PRD-0005,DHL,5.42,0,
ORD-001154,2023-09-02,2023-09-03,c34ae14ba20f,PRD-0045,Hermes,5.89,0,
ORD-001155,2023-07-29,2023-08-01,17e80f1d2699,PRD-0022,DHL,4.39,1,Passt nicht
ORD-001156,2023-01-13,2023-01-16,a2ac4df62e2b,PRD-0045,DHL,4.0,0,
ORD-001157,2023-07-21,2023-07-24,309e98408862,PRD-0006,Hermes,6.6,1,Passt nicht
ORD-001158,2023-09-06,2023-09-07,2251a199048c,PRD-0028,DHL,5.87,1,Falscher Artikel
ORD-001159,2023-12-15,2023-12-20,fccc234064ac,PRD-0008,Hermes,6.63,0,
ORD-001160,2023-12-03,2023-12-06,4effb40d914b,PRD-0039,DHL,4.24,0,
ORD-001161,2023-11-30,2023-12-01,419537955820,PRD-0002,DHL,7.27,0,
ORD-001162,2023-01-26,2023-02-05,9f99f9396b9c,PRD-0038,Hermes,5.95,0,
ORD-001163,2023-06-26,2023-06-27,e6638b0be48a,PRD-0037,DHL,6.55,0,
ORD-001164,2023-03-03,2023-03-04,42f746bc7720,PRD-0014,DPD,4.19,0,
ORD-001165,2023-06-06,2023-06-09,d7502d19f435,PRD-0035,DHL,7.18,1,Gefällt nicht
ORD-001166,2023-02-28,2023-03-02,e9c2bd64e52f,PRD-0046,Hermes,6.19,0,
ORD-001167,2023-07-25,2023-07-27,8761265dcb91,PRD-0012,Hermes,5.13,0,
ORD-001168,2023-03-06,2023-03-08,35d823e07c4d,PRD-0021,DHL,5.48,1,Gefällt nicht
ORD-001169,2023-08-22,2023-08-25,64470c154a9e,PRD-0046,Hermes,3.96,1,Zu spät geliefert
ORD-001170,2023-06-11,2023-06-14,07f7801b3ed6,PRD-0030,DPD,7.4,0,
ORD-001171,2023-08-02,2023-08-04,051af2f8dccc,PRD-0015,DPD,4.26,1,Gefällt nicht
ORD-001172,2023-03-09,2023-03-11,2f3a8a765079,PRD-0031,DPD,6.19,1,Gefällt nicht
ORD-001173,2023-09-10,2023-09-13,cfd276367a24,PRD-0029,DPD,3.98,0,
ORD-001174,2023-12-04,2023-12-07,6286963288a7,PRD-0026,DPD,6.47,0,
ORD-001175,2023-10-27,2023-10-29,063985b5ff29,PRD-0011,DHL,4.85,0,
ORD-001176,2023-04-25,2023-04-26,cac190493a6d,PRD-0026,DHL,6.4,0,
ORD-001177,2023-11-20,2023-11-23,77a71aa76122,PRD-0049,DPD,6.53,0,
ORD-001178,2023-04-27,2023-04-29,5caef4462f84,PRD-0042,Hermes,5.12,0,
ORD-001179,2023-11-24,2023-11-25,c29a8cd01fe7,PRD-0033,Hermes,5.46,1,Gefällt nicht
ORD-001180,2023-07-24,2023-07-25,2be4c3284cdd,PRD-0041,DHL,6.82,1,Passt nicht
ORD-001181,2023-05-07,2023-05-08,de5995b0f460,PRD-0044,DHL,6.22,0,
ORD-001182,2023-10-20,2023-10-23,879bd1edee94,PRD-0020,DPD,6.14,1,Passt nicht
ORD-001183,2023-01-12,2023-01-21,223915c64e82,PRD-0050,Hermes,4.55,1,Zu spät geliefert
ORD-001184,2023-09-14,2023-09-15,582fb1eed8db,PRD-0035,DPD,3.63,0,
ORD-001185,2023-11-27,2023-12-06,82d6069e85e3,PRD-0008,Hermes,3.64,0,
ORD-001186,2023-01-08,2023-01-10,df2618f77ad2,PRD-0036,DPD,4.16,0,
ORD-001187,2023-06-27,2023-07-04,d1b78d8532ed,PRD-0009,Hermes,5.46,0,
ORD-001188,2023-02-27,2023-03-02,4852f5188b47,PRD-0044,DPD,5.75,0,
ORD-001189,2023-07-20,2023-07-22,4704c19af128,PRD-0033,DHL,5.97,1,Gefällt nicht
ORD-001190,2023-07-17,2023-07-27,e6e300a6bed0,PRD-0050,Hermes,6.85,1,Zu spät geliefert
ORD-001191,2023-09-14,2023-09-15,c46a919923c8,PRD-0048,DPD,6.0,0,
ORD-001192,2023-08-14,2023-08-16,6323534375f5,PRD-0007,Hermes,3.73,0,
ORD-001193,2023-05-12,2023-05-15,1824d85429cb,PRD-0016,DHL,3.84,0,
ORD-001194,2023-08-08,2023-08-13,8b96560757d0,PRD-0005,Hermes,3.65,0,
ORD-001195,2023-03-13,2023-03-16,091f24ee1b41,PRD-0028,DPD,4.57,0,
ORD-001196,2023-09-07,2023-09-08,a86478876429,PRD-0031,DPD,5.01,0,
ORD-001197,2023-09-09,2023-09-10,7dd1c91fd74e,PRD-0021,DPD,3.9,0,
ORD-001198,2023-07-01,2023-07-03,8716ef4cd079,PRD-0014,Hermes,4.86,0,
ORD-001199,2023-09-03,2023-09-09,d649fbca3585,PRD-0020,Hermes,5.64,0,
ORD-001200,2023-04-18,2023-04-20,3760c4b579a5,PRD-0017,DHL,5.11,0,
ORD-001201,2023-02-04,2023-02-05,17ec06c1973a,PRD-0040,DPD,5.81,0,
ORD-001202,2023-01-30,2023-01-31,05cc3be2fee8,PRD-0022,Hermes,5.21,0,
ORD-001203,2023-06-12,2023-06-14,657f7140d89d,PRD-0005,DPD,4.7,0,
ORD-001204,2023-07-29,2023-07-30,49b1338338e7,PRD-0035,Hermes,5.56,0,
ORD-001205,2023-01-01,2023-01-02,beeaa327b024,PRD-0049,DPD,6.01,0,
ORD-001206,2023-06-14,2023-06-16,c72f9f914f18,PRD-0012,DPD,7.35,0,
ORD-001207,2023-12-30,2024-01-02,4d2adee0b81e,PRD-0030,Hermes,6.58,0,
ORD-001208,2023-08-19,2023-08-22,b9c4e82cda9e,PRD-0037,DPD,4.96,1,Passt nicht
ORD-001209,2023-09-24,2023-09-27,e7e66c1e9fe0,PRD-0016,DHL,4.7,0,
ORD-001210,2023-02-13,2023-02-14,a3e6026be7de,PRD-0027,Hermes,4.57,0,
ORD-001211,2023-10-07,2023-10-09,116bc32d28bc,PRD-0042,DHL,4.44,0,
ORD-001212,2023-08-21,2023-08-22,39e26850347f,PRD-0008,DHL,5.36,1,Beschädigt
ORD-001213,2023-12-10,2023-12-13,0763c47e87fa,PRD-0028,Hermes,4.59,0,
ORD-001214,2023-12-14,2023-12-17,df34cfce2ddd,PRD-0017,Hermes,3.67,0,
ORD-001215,2023-05-30,2023-05-31,d0fbc5dd9ca1,PRD-0032,DHL,3.84,0,
ORD-001216,2023-11-30,2023-12-02,5bd74e894eab,PRD-0020,DHL,6.19,0,
ORD-001217,2023-02-12,2023-02-15,81d199d7f773,PRD-0006,Hermes,5.78,0,
ORD-001218,2023-03-08,2023-03-11,81eab3379b56,PRD-0008,DPD,7.3,0,
ORD-001219,2023-11-07,2023-11-09,1885ebd4660c,PRD-0034,Hermes,3.99,0,
ORD-001220,2023-07-03,2023-07-06,20ec997f0456,PRD-0021,Hermes,6.48,0,
ORD-001221,2023-06-07,2023-06-08,24d634f17354,PRD-0028,DHL,7.38,1,Gefällt nicht
ORD-001222,2023-06-02,2023-06-13,fbd94c946403,PRD-0027,Hermes,7.29,0,
ORD-001223,2023-02-21,2023-02-23,c24d64f49c94,PRD-0035,Hermes,7.02,0,
ORD-001224,2023-01-07,2023-01-09,887a73cb94dc,PRD-0010,Hermes,3.58,0,
ORD-001225,2023-08-05,2023-08-08,afeee7d6a9ec,PRD-0039,DHL,7.26,0,
ORD-001226,2023-01-13,2023-01-15,d8c4bb416eba,PRD-0043,DHL,4.74,0,
ORD-001227,2023-07-25,2023-08-02,d8c930c100f2,PRD-0045,Hermes,5.05,0,
ORD-001228,2023-02-21,2023-02-28,094eac2625f3,PRD-0026,Hermes,6.94,1,Zu spät geliefert
ORD-001229,2023-11-23,2023-11-25,fd0ec81b021e,PRD-0029,DPD,6.57,0,
ORD-001230,2023-01-07,2023-01-08,c407a7bcfaf0,PRD-0003,Hermes,5.38,0,
ORD-001231,2023-04-04,2023-04-06,801e3483ff30,PRD-0022,DPD,6.78,0,
ORD-001232,2023-08-31,2023-09-02,618cc57afb13,PRD-0011,DPD,4.91,0,
ORD-001233,2023-02-16,2023-02-19,5bd74e894eab,PRD-0047,DPD,6.28,0,
ORD-001234,2023-06-27,2023-06-30,69c7f59f0b65,PRD-0004,DPD,6.66,1,Gefällt nicht
ORD-001235,2023-01-23,2023-01-24,6c1abafed714,PRD-0001,Hermes,3.94,1,Passt nicht
ORD-001236,2023-09-04,2023-09-07,dbd09bd846af,PRD-0034,DPD,6.89,0,
ORD-001237,2023-10-22,2023-10-24,22eb96eb9c82,PRD-0027,Hermes,4.54,0,
ORD-001238,2023-11-09,2023-11-18,ef8c2437deb7,PRD-0038,Hermes,5.07,0,
ORD-001239,2023-03-10,2023-03-11,654a8248ac1b,PRD-0037,DHL,7.19,0,
ORD-001240,2023-12-25,2023-12-26,d603cad7b19e,PRD-0040,DPD,7.4,0,
ORD-001241,2023-06-13,2023-06-14,9e8f9de7c0a2,PRD-0017,DPD,5.22,1,Falscher Artikel
ORD-001242,2023-03-17,2023-03-19,13a10a499400,PRD-0010,DHL,5.77,0,
ORD-001243,2023-09-19,2023-09-21,e27e61b004ff,PRD-0046,DPD,7.21,0,
ORD-001244,2023-12-17,2023-12-23,429cbfd31cd7,PRD-0044,Hermes,6.95,1,Zu spät geliefert
ORD-001245,2023-12-09,2023-12-12,0ecc199bf319,PRD-0018,Hermes,6.93,0,
ORD-001246,2023-04-13,2023-04-16,6fffa85e67a1,PRD-0014,Hermes,5.13,0,
ORD-001247,2023-04-19,2023-04-28,d517469939b6,PRD-0002,Hermes,4.98,0,
ORD-001248,2023-04-15,2023-04-21,873ac5b3a73f,PRD-0042,Hermes,7.4,0,
ORD-001249,2023-03-26,2023-03-29,4f4020b1fffb,PRD-0044,DHL,5.19,0,
ORD-001250,2023-05-07,2023-05-08,e87ccbf56f42,PRD-0017,DHL,3.71,0,
ORD-001251,2023-11-08,2023-11-10,1885ebd4660c,PRD-0016,Hermes,7.37,0,
ORD-001252,2023-08-20,2023-08-21,194874bc22cc,PRD-0046,DPD,5.98,1,Falscher Artikel
ORD-001253,2023-05-29,2023-05-31,ce1cd38c362f,PRD-0026,DPD,7.07,0,
ORD-001254,2023-09-02,2023-09-04,1178ea5629ae,PRD-0038,DHL,5.47,0,
ORD-001255,2023-09-10,2023-09-11,f02966fbdc92,PRD-0030,DHL,5.62,0,
ORD-001256,2023-03-13,2023-03-15,83aebe395a90,PRD-0017,DHL,5.5,1,Gefällt nicht
ORD-001257,2023-09-07,2023-09-09,e60bbfb74318,PRD-0018,DPD,4.63,0,
ORD-001258,2023-04-09,2023-04-11,ac329909b816,PRD-0017,DPD,5.24,0,
ORD-001259,2023-05-10,2023-05-12,0e01fd7ca933,PRD-0021,DPD,4.11,0,
ORD-001260,2023-07-22,2023-07-24,b5a6aad762bb,PRD-0043,DPD,3.72,1,Passt nicht
ORD-001261,2023-09-22,2023-10-01,344ab744ddeb,PRD-0003,Hermes,7.48,1,Zu spät geliefert
ORD-001262,2023-11-15,2023-11-17,1b84fe910c90,PRD-0032,DHL,6.34,0,
ORD-001263,2023-12-06,2023-12-07,c29a8cd01fe7,PRD-0030,Hermes,3.99,0,
ORD-001264,2023-07-08,2023-07-09,93746af9a172,PRD-0014,Hermes,6.79,0,
ORD-001265,2023-12-16,2023-12-17,3f37d071d051,PRD-0043,DPD,7.39,0,
ORD-001266,2023-01-03,2023-01-04,687ee6fc678e,PRD-0050,DPD,3.81,0,
ORD-001267,2023-02-01,2023-02-02,0c73a19e96cc,PRD-0032,DPD,3.6,0,
ORD-001268,2023-03-11,2023-03-13,817685a6fc07,PRD-0044,DHL,7.22,0,
ORD-001269,2023-01-05,2023-01-06,39aca02bf8c0,PRD-0021,DHL,5.32,1,Zu spät geliefert
ORD-001270,2023-10-13,2023-10-16,ae868fa763a9,PRD-0018,DPD,6.12,1,Passt nicht
ORD-001271,2023-10-17,2023-10-20,bc4530a6f78d,PRD-0029,Hermes,6.69,0,
ORD-001272,2023-04-25,2023-04-28,6ff587083847,PRD-0014,DHL,6.48,1,Passt nicht
ORD-001273,2023-11-11,2023-11-17,e0d2dd604c94,PRD-0039,Hermes,6.58,1,Zu spät geliefert
ORD-001274,2023-09-15,2023-09-16,e70e2b8716ad,PRD-0006,DHL,6.62,0,
ORD-001275,2023-12-28,2023-12-29,50280c41c734,PRD-0042,DPD,6.7,1,Gefällt nicht
ORD-001276,2023-09-13,2023-09-16,daef63bdd6d2,PRD-0020,DPD,6.16,0,
ORD-001277,2023-02-25,2023-02-26,c686141e554c,PRD-0024,DPD,7.04,0,
ORD-001278,2023-04-26,2023-04-29,c061d6ecb41c,PRD-0018,DPD,6.53,0,
ORD-001279,2023-03-05,2023-03-06,b5153050464a,PRD-0024,DPD,5.2,0,
ORD-001280,2023-09-13,2023-09-15,a3106c759a3b,PRD-0033,Hermes,6.35,0,
ORD-001281,2023-12-07,2023-12-10,1885ebd4660c,PRD-0032,DPD,3.84,0,
ORD-001282,2023-05-26,2023-05-28,09ce957146a0,PRD-0028,DHL,7.44,0,
ORD-001283,2023-03-25,2023-03-28,873ac5b3a73f,PRD-0020,DHL,5.77,0,
ORD-001284,2023-06-08,2023-06-11,217fb6888b3e,PRD-0005,DHL,5.15,1,Gefällt nicht
ORD-001285,2023-08-20,2023-08-23,1d38108d4d5d,PRD-0043,DPD,4.92,0,
ORD-001286,2023-01-08,2023-01-09,1469f2d2a8c9,PRD-0006,DPD,4.22,1,Zu spät geliefert
ORD-001287,2023-08-16,2023-08-17,97498ce80361,PRD-0026,DHL,6.32,0,
ORD-001288,2023-02-04,2023-02-06,3903bc4ea31b,PRD-0038,DPD,5.3,0,
ORD-001289,2023-12-26,2023-12-31,bad59cbc1a8e,PRD-0017,Hermes,5.92,0,
ORD-001290,2023-03-02,2023-03-04,188c9a5c1a64,PRD-0044,DHL,3.52,0,
ORD-001291,2023-03-28,2023-03-31,3a4c40b4ab8b,PRD-0001,DHL,6.27,0,
ORD-001292,2023-06-28,2023-07-01,873288b0f8fb,PRD-0043,DPD,4.71,0,
ORD-001293,2023-05-22,2023-05-25,3c583cee118d,PRD-0040,Hermes,5.08,0,
ORD-001294,2023-04-07,2023-04-08,ce1cd38c362f,PRD-0006,DHL,6.76,1,Passt nicht
ORD-001295,2023-01-04,2023-01-05,a86478876429,PRD-0013,DHL,4.08,0,
ORD-001296,2023-03-12,2023-03-15,512d5c87257e,PRD-0028,DPD,4.7,0,
ORD-001297,2023-08-03,2023-08-10,e9ee57ea2321,PRD-0010,Hermes,6.46,0,
ORD-001298,2023-12-20,2023-12-21,0dec90d9822f,PRD-0032,Hermes,4.31,0,
